"QuestionnaireAllocation","Acronym","DSRound"
471137,"CHL",12
471139,"CHL",12
471140,"CHL",12
471142,"CHL",12
471145,"CHL",12
471146,"CHL",12
471147,"CHL",12
471149,"CHL",12
471150,"CHL",12
471151,"CHL",12
471152,"CHL",12
471153,"CHL",12
471154,"CHL",12
471155,"CHL",12
471156,"CHL",12
471159,"CHL",12
471162,"CHL",12
471163,"CHL",12
471168,"CHL",12
471169,"CHL",12
471170,"CHL",12
471171,"CHL",12
471172,"CHL",12
471173,"CHL",12
471174,"CHL",12
471175,"CHL",12
471176,"CHL",12
471177,"CHL",12
471181,"CHL",12
471183,"CHL",12
471186,"CHL",12
471192,"CHL",12
471194,"CHL",12
471195,"CHL",12
471197,"CHL",12
471198,"CHL",12
471199,"CHL",12
471200,"CHL",12
471201,"CHL",12
471204,"CHL",12
471205,"CHL",12
471207,"CHL",12
471208,"CHL",12
471209,"CHL",12
471210,"CHL",12
471211,"CHL",12
471212,"CHL",12
471213,"CHL",12
471214,"CHL",12
471215,"CHL",12
471216,"CHL",12
471217,"CHL",12
471218,"CHL",12
471219,"CHL",12
471220,"CHL",12
471226,"CHL",12
471227,"CHL",12
470980,"EVN",12
470989,"EVN",12
471017,"EVN",12
471020,"EVN",12
471339,"EVN",12
471347,"EVN",12
471352,"EVN",12
471354,"EVN",12
471355,"EVN",12
471358,"EVN",12
471367,"EVN",12
471376,"EVN",12
471380,"EVN",12
471394,"EVN",12
471404,"EVN",12
471416,"EVN",12
471418,"EVN",12
471427,"EVN",12
471553,"EVN",12
471557,"EVN",12
471563,"EVN",12
471569,"EVN",12
471570,"EVN",12
118667,"WGH",101
118668,"WGH",101
242381,"BMF",102
242513,"BMF",102
242518,"BMF",102
242640,"BMF",102
242643,"BMF",102
242644,"BMF",102
242645,"BMF",102
242794,"BMF",102
472244,"HHU2",12
472245,"HHU2",12
472246,"HHU2",12
472247,"HHU2",12
472248,"HHU2",12
472249,"HHU2",12
472250,"HHU2",12
472251,"HHU2",12
472252,"HHU2",12
472253,"HHU2",12
472254,"HHU2",12
472255,"HHU2",12
472256,"HHU2",12
472257,"HHU2",12
472258,"HHU2",12
472259,"HHU2",12
472260,"HHU2",12
472261,"HHU2",12
517745,"BMF",103
517883,"BMF",103
104510,"MGH",101
107544,"MGH",101
107545,"MGH",101
109148,"MGH",101
559827,"WGH",103
559828,"WGH",103
559837,"WGH",103
559896,"WGH",103
559899,"WGH",103
559901,"WGH",103
559902,"WGH",103
517324,"BMF",103
517325,"BMF",103
517611,"BMF",103
517612,"BMF",103
242105,"BMF",102
559936,"WGH",103
559937,"WGH",103
559938,"WGH",103
119104,"WGH",101
122476,"WGH",101
517962,"BMF",103
518160,"BMF",103
518161,"BMF",103
518165,"BMF",103
82987,"BMF",101
82988,"BMF",101
87669,"BMF",101
87671,"BMF",101
87675,"BMF",101
87833,"BMF",101
87834,"BMF",101
87835,"BMF",101
87836,"BMF",101
516277,"BMF",103
516278,"BMF",103
516280,"BMF",103
516282,"BMF",103
516418,"BMF",103
516420,"BMF",103
516426,"BMF",103
516429,"BMF",103
516497,"BMF",103
516498,"BMF",103
516501,"BMF",103
516724,"BMF",103
516725,"BMF",103
516732,"BMF",103
559651,"WGH",103
559653,"WGH",103
559655,"WGH",103
96940,"BMF",101
96988,"BMF",101
70212,"BMF",101
74881,"BMF",101
76216,"BMF",101
516958,"BMF",103
516959,"BMF",103
516960,"BMF",103
516961,"BMF",103
516962,"BMF",103
516963,"BMF",103
516964,"BMF",103
516965,"BMF",103
516966,"BMF",103
516967,"BMF",103
517884,"BMF",103
517887,"BMF",103
517889,"BMF",103
517936,"BMF",103
517940,"BMF",103
517947,"BMF",103
517987,"BMF",103
517989,"BMF",103
517994,"BMF",103
517995,"BMF",103
518007,"BMF",103
560273,"WGH",103
560456,"WGH",103
560459,"WGH",103
518133,"BMF",103
518134,"BMF",103
123511,"WGH",101
123787,"WGH",101
123788,"WGH",101
646376,"EVN",12
646377,"EVN",12
646378,"EVN",12
646379,"EVN",12
646382,"EVN",12
646385,"EVN",12
646394,"EVN",12
646395,"EVN",12
517680,"BMF",103
517693,"BMF",103
517698,"BMF",103
517699,"BMF",103
517700,"BMF",103
517838,"BMF",103
517839,"BMF",103
518218,"BMF",103
518219,"BMF",103
518220,"BMF",103
518223,"BMF",103
518230,"BMF",103
518301,"BMF",103
518302,"BMF",103
518303,"BMF",103
646396,"EVN",12
646397,"EVN",12
646398,"EVN",12
646401,"EVN",12
646402,"EVN",12
646405,"EVN",12
646408,"EVN",12
646421,"EVN",12
646423,"EVN",12
646426,"EVN",12
646446,"EVN",12
646451,"EVN",12
646453,"EVN",12
646466,"EVN",12
646468,"EVN",12
646471,"EVN",12
646472,"EVN",12
646473,"EVN",12
646474,"EVN",12
646475,"EVN",12
646476,"EVN",12
646478,"EVN",12
646480,"EVN",12
646484,"EVN",12
646485,"EVN",12
646490,"EVN",12
646491,"EVN",12
646493,"EVN",12
646494,"EVN",12
646496,"EVN",12
646500,"EVN",12
646506,"EVN",12
646510,"EVN",12
646513,"EVN",12
646514,"EVN",12
646515,"EVN",12
646516,"EVN",12
646528,"EVN",12
646531,"EVN",12
646537,"EVN",12
646555,"EVN",12
646556,"EVN",12
646559,"EVN",12
646560,"EVN",12
646561,"EVN",12
646562,"EVN",12
646563,"EVN",12
646571,"EVN",12
646572,"EVN",12
646575,"EVN",12
646580,"EVN",12
646581,"EVN",12
646591,"EVN",12
471788,"MGN",12
471796,"MGN",12
471797,"MGN",12
471804,"MGN",12
471805,"MGN",12
471810,"MGN",12
471824,"MGN",12
471842,"MGN",12
471877,"MGN",12
471878,"MGN",12
471884,"MGN",12
471896,"MGN",12
471907,"MGN",12
471912,"MGN",12
471919,"MGN",12
471923,"MGN",12
517457,"BMF",103
517458,"BMF",103
517648,"BMF",103
517649,"BMF",103
517650,"BMF",103
517651,"BMF",103
517662,"BMF",103
560298,"WGH",103
471528,"EVN",12
471554,"EVN",12
471559,"EVN",12
471568,"EVN",12
123150,"WGH",101
123151,"WGH",101
123152,"WGH",101
123153,"WGH",101
123154,"WGH",101
123155,"WGH",101
123156,"WGH",101
123157,"WGH",101
123158,"WGH",101
123971,"WGH",101
125007,"WGH",101
80660,"BMF",101
518080,"BMF",103
518081,"BMF",103
518082,"BMF",103
92264,"BMF",101
102399,"MGH",101
104842,"MGH",101
106057,"MGH",101
106504,"MGH",101
109614,"MGH",101
109615,"MGH",101
109616,"MGH",101
76383,"BMF",101
76384,"BMF",101
76385,"BMF",101
76386,"BMF",101
516602,"BMF",103
516606,"BMF",103
517137,"BMF",103
517139,"BMF",103
517141,"BMF",103
517144,"BMF",103
110514,"MGH",101
110515,"MGH",101
111565,"MGH",101
367608,"HHU2",11
367609,"HHU2",11
367610,"HHU2",11
367611,"HHU2",11
367612,"HHU2",11
367613,"HHU2",11
367614,"HHU2",11
367615,"HHU2",11
559624,"WGH",103
559638,"WGH",103
559639,"WGH",103
559640,"WGH",103
559701,"WGH",103
559702,"WGH",103
559714,"WGH",103
367216,"HHU2",11
367274,"HHU2",11
367275,"HHU2",11
516342,"BMF",103
516344,"BMF",103
516365,"BMF",103
516366,"BMF",103
367187,"BSU",11
367206,"HHU",11
516478,"BMF",103
516480,"BMF",103
516573,"BMF",103
516577,"BMF",103
516580,"BMF",103
516738,"BMF",103
516741,"BMF",103
516742,"BMF",103
516743,"BMF",103
367599,"HHU2",11
367600,"HHU2",11
367601,"HHU2",11
367602,"HHU2",11
367603,"HHU2",11
367604,"HHU2",11
367605,"HHU2",11
367606,"HHU2",11
367607,"HHU2",11
367616,"HHU2",11
367617,"HHU2",11
367627,"HHU2",11
367628,"HHU2",11
516627,"BMF",103
516629,"BMF",103
516632,"BMF",103
82582,"BMF",101
82583,"BMF",101
82584,"BMF",101
83150,"BMF",101
83151,"BMF",101
104149,"MGH",101
104150,"MGH",101
104151,"MGH",101
105427,"MGH",101
107895,"MGH",101
107915,"MGH",101
107916,"MGH",101
516359,"BMF",103
516362,"BMF",103
516364,"BMF",103
310299,"HHU2",11
310304,"HHU2",11
310314,"HHU2",11
310340,"HHU2",11
310341,"HHU2",11
310342,"HHU2",11
310343,"HHU2",11
105215,"MGH",101
105216,"MGH",101
105217,"MGH",101
105401,"MGH",101
91575,"BMF",101
516671,"BMF",103
516672,"BMF",103
516673,"BMF",103
516687,"BMF",103
516722,"BMF",103
516846,"BMF",103
517113,"BMF",103
517114,"BMF",103
517115,"BMF",103
517183,"BMF",103
517184,"BMF",103
517185,"BMF",103
77462,"BMF",101
98148,"BMF",101
98149,"BMF",101
98150,"BMF",101
98151,"BMF",101
98152,"BMF",101
98153,"BMF",101
98154,"BMF",101
98155,"BMF",101
98543,"BMF",101
559706,"WGH",103
559750,"WGH",103
559751,"WGH",103
559764,"WGH",103
559765,"WGH",103
559771,"WGH",103
560054,"WGH",103
119825,"WGH",101
119826,"WGH",101
119827,"WGH",101
119828,"WGH",101
119829,"WGH",101
241486,"BMF",102
242007,"BMF",102
518090,"BMF",103
518329,"BMF",103
518330,"BMF",103
518332,"BMF",103
80661,"BMF",101
80662,"BMF",101
80663,"BMF",101
80664,"BMF",101
80665,"BMF",101
80666,"BMF",101
80667,"BMF",101
80668,"BMF",101
80669,"BMF",101
80670,"BMF",101
80671,"BMF",101
80672,"BMF",101
80674,"BMF",101
80675,"BMF",101
80676,"BMF",101
80677,"BMF",101
80678,"BMF",101
646259,"EVN",12
646274,"EVN",12
646278,"EVN",12
646309,"EVN",12
646311,"EVN",12
646320,"EVN",12
646324,"EVN",12
646328,"EVN",12
646332,"EVN",12
471714,"MGN",13
471725,"MGN",12
471726,"MGN",12
471738,"MGN",12
471760,"MGN",12
471778,"MGN",12
471780,"MGN",12
471787,"MGN",12
471790,"MGN",12
471793,"MGN",12
471803,"MGN",12
471818,"MGN",12
471848,"MGN",12
471915,"MGN",12
471916,"MGN",12
471918,"MGN",12
471921,"MGN",12
471924,"MGN",12
471929,"MGN",12
517639,"BMF",103
517641,"BMF",103
517688,"BMF",103
517689,"BMF",103
517753,"BMF",103
517756,"BMF",103
517758,"BMF",103
560127,"WGH",103
560196,"WGH",103
560684,"WGH",103
560685,"WGH",103
518097,"BMF",103
518099,"BMF",103
518119,"BMF",103
518306,"BMF",103
518307,"BMF",103
518309,"BMF",103
123974,"WGH",101
123986,"WGH",101
472027,"HHU2",12
472028,"HHU2",12
472029,"HHU2",12
472030,"HHU2",12
472031,"HHU2",12
472032,"HHU2",12
472033,"HHU2",12
472034,"HHU2",12
472035,"HHU2",12
472036,"HHU2",12
472037,"HHU2",12
472038,"HHU2",12
472046,"HHU2",12
472047,"HHU2",12
472048,"HHU2",12
472049,"HHU2",12
472050,"HHU2",12
472051,"HHU2",12
472052,"HHU2",12
472072,"HHU2",12
472073,"HHU2",12
242220,"BMF",102
242221,"BMF",102
242224,"BMF",102
242227,"BMF",102
242293,"BMF",102
242294,"BMF",102
242295,"BMF",102
242296,"BMF",102
242297,"BMF",102
242360,"BMF",102
242565,"BMF",102
242613,"BMF",102
242614,"BMF",102
242615,"BMF",102
242660,"BMF",102
560096,"WGH",103
560097,"WGH",103
560098,"WGH",103
560120,"WGH",103
560121,"WGH",103
121105,"WGH",101
121107,"WGH",101
121323,"WGH",101
125073,"WGH",101
125074,"WGH",101
126778,"WGH",101
518008,"BMF",103
518013,"BMF",103
518014,"BMF",103
518015,"BMF",103
517405,"BMF",103
517451,"BMF",103
517452,"BMF",103
517453,"BMF",103
517454,"BMF",103
517455,"BMF",103
517456,"BMF",103
517475,"BMF",103
517476,"BMF",103
517477,"BMF",103
517527,"BMF",103
517528,"BMF",103
517529,"BMF",103
517542,"BMF",103
241800,"BMF",102
516968,"BMF",103
516969,"BMF",103
516970,"BMF",103
516984,"BMF",103
516986,"BMF",103
516989,"BMF",103
516997,"BMF",103
516998,"BMF",103
517071,"BMF",103
517072,"BMF",103
517075,"BMF",103
517079,"BMF",103
517322,"BMF",103
517341,"BMF",103
517343,"BMF",103
80314,"BMF",101
80315,"BMF",101
80316,"BMF",101
80374,"BMF",101
98639,"BMF",101
98641,"BMF",101
98642,"BMF",101
113170,"WGH",101
517344,"BMF",103
517632,"BMF",103
517633,"BMF",103
517634,"BMF",103
517635,"BMF",103
517636,"BMF",103
517747,"BMF",103
86256,"BMF",101
86257,"BMF",101
86259,"BMF",101
86853,"BMF",101
86854,"BMF",101
87489,"BMF",101
87490,"BMF",101
87491,"BMF",101
87959,"BMF",101
87961,"BMF",101
87962,"BMF",101
516320,"BMF",103
516321,"BMF",103
516322,"BMF",103
559587,"WGH",103
559600,"WGH",103
559601,"WGH",103
559602,"WGH",103
559743,"WGH",103
559852,"WGH",103
559855,"WGH",103
559857,"WGH",103
516924,"BMF",103
517263,"BMF",103
517307,"BMF",103
517309,"BMF",103
517313,"BMF",103
517314,"BMF",103
517315,"BMF",103
517316,"BMF",103
517318,"BMF",103
517320,"BMF",103
517329,"BMF",103
517333,"BMF",103
517334,"BMF",103
80051,"BMF",101
559810,"WGH",103
559833,"WGH",103
78352,"BMF",101
78353,"BMF",101
78354,"BMF",101
78355,"BMF",101
80399,"BMF",101
80537,"BMF",101
80538,"BMF",101
98294,"BMF",101
98295,"BMF",101
112941,"WGH",101
112942,"WGH",101
114928,"WGH",101
114929,"WGH",101
517496,"BMF",103
517497,"BMF",103
517613,"BMF",103
517615,"BMF",103
517620,"BMF",103
517621,"BMF",103
517622,"BMF",103
517815,"BMF",103
241935,"BMF",102
241969,"BMF",102
241974,"BMF",102
241979,"BMF",102
241980,"BMF",102
241991,"BMF",102
241992,"BMF",102
242139,"BMF",102
242140,"BMF",102
242581,"BMF",102
242582,"BMF",102
560159,"WGH",103
560160,"WGH",103
560161,"WGH",103
560162,"WGH",103
116723,"WGH",101
116724,"WGH",101
117234,"WGH",101
117330,"WGH",101
119330,"WGH",101
119909,"WGH",101
86858,"BMF",101
87312,"BMF",101
87313,"BMF",101
89036,"BMF",101
367378,"HHU2",11
367437,"HHU2",11
367438,"HHU2",11
367485,"HHU2",11
367486,"HHU2",11
367487,"HHU2",11
367488,"HHU2",11
367489,"HHU2",11
367300,"BSU",11
367302,"BSU",11
367326,"HHU",11
367328,"HHU",11
367499,"HHU2",11
367511,"HHU2",11
367512,"HHU2",11
559623,"WGH",103
92508,"BMF",101
97161,"BMF",101
241580,"BMF",102
241582,"BMF",102
241813,"BMF",102
88740,"BMF",101
88741,"BMF",101
88742,"BMF",101
88743,"BMF",101
88744,"BMF",101
88745,"BMF",101
88746,"BMF",101
90022,"BMF",101
93704,"BMF",101
93705,"BMF",101
93706,"BMF",101
93707,"BMF",101
101368,"MGH",101
103065,"MGH",101
103066,"MGH",101
103925,"MGH",101
103991,"MGH",101
103992,"MGH",101
103993,"MGH",101
104053,"MGH",101
107450,"MGH",101
107451,"MGH",101
107452,"MGH",101
107453,"MGH",101
107747,"MGH",101
107748,"MGH",101
108836,"MGH",101
95502,"BMF",101
95504,"BMF",101
95630,"BMF",101
95631,"BMF",101
95632,"BMF",101
95769,"BMF",101
95770,"BMF",101
95771,"BMF",101
76925,"BMF",101
78041,"BMF",101
516645,"BMF",103
516654,"BMF",103
516658,"BMF",103
516660,"BMF",103
516690,"BMF",103
516691,"BMF",103
516762,"BMF",103
559577,"WGH",103
559689,"WGH",103
559690,"WGH",103
88013,"BMF",101
88019,"BMF",101
90003,"BMF",101
90006,"BMF",101
90230,"BMF",101
90231,"BMF",101
516290,"BMF",103
516292,"BMF",103
516293,"BMF",103
516297,"BMF",103
516318,"BMF",103
516319,"BMF",103
516488,"BMF",103
516494,"BMF",103
516507,"BMF",103
516508,"BMF",103
367647,"HHU2",11
559590,"WGH",103
559713,"WGH",103
559716,"WGH",103
559721,"WGH",103
559723,"WGH",103
91813,"BMF",101
91843,"BMF",101
91844,"BMF",101
76408,"BMF",101
517015,"BMF",103
517016,"BMF",103
517017,"BMF",103
517024,"BMF",103
517028,"BMF",103
517029,"BMF",103
517031,"BMF",103
517032,"BMF",103
517037,"BMF",103
517039,"BMF",103
517041,"BMF",103
517150,"BMF",103
517152,"BMF",103
517154,"BMF",103
517155,"BMF",103
517157,"BMF",103
517159,"BMF",103
517297,"BMF",103
517299,"BMF",103
97772,"BMF",101
97773,"BMF",101
98329,"BMF",101
98330,"BMF",101
116515,"WGH",101
116538,"WGH",101
241626,"BMF",102
241645,"BMF",102
241646,"BMF",102
241870,"BMF",102
242398,"BMF",102
83896,"BMF",101
367217,"HHU2",11
367218,"HHU2",11
367238,"HHU2",11
367239,"HHU2",11
367251,"HHU2",11
367294,"HHU2",11
367295,"HHU2",11
367296,"HHU2",11
367298,"HHU2",11
92320,"BMF",101
92595,"BMF",101
96948,"BMF",101
367184,"BSU",11
367196,"BSU",11
367214,"HHU",11
516503,"BMF",103
516506,"BMF",103
516612,"BMF",103
516613,"BMF",103
516901,"BMF",103
516902,"BMF",103
516903,"BMF",103
367632,"HHU2",11
367633,"HHU2",11
367634,"HHU2",11
367635,"HHU2",11
367636,"HHU2",11
367639,"HHU2",11
559593,"WGH",103
559622,"WGH",103
559641,"WGH",103
559656,"WGH",103
559657,"WGH",103
559752,"WGH",103
559851,"WGH",103
516905,"BMF",103
517064,"BMF",103
76320,"BMF",101
116794,"WGH",101
116958,"WGH",101
241568,"BMF",102
241774,"BMF",102
241781,"BMF",102
241782,"BMF",102
242124,"BMF",102
559894,"WGH",103
559961,"WGH",103
559963,"WGH",103
559965,"WGH",103
559989,"WGH",103
559997,"WGH",103
559998,"WGH",103
560006,"WGH",103
560063,"WGH",103
560109,"WGH",103
560111,"WGH",103
560114,"WGH",103
560115,"WGH",103
560166,"WGH",103
560168,"WGH",103
125880,"WGH",101
517942,"BMF",103
518089,"BMF",103
518091,"BMF",103
518092,"BMF",103
518093,"BMF",103
518094,"BMF",103
518520,"BMF",103
518521,"BMF",103
518523,"BMF",103
560013,"WGH",103
560048,"WGH",103
560049,"WGH",103
560052,"WGH",103
560071,"WGH",103
560073,"WGH",103
114814,"WGH",101
116525,"WGH",101
116526,"WGH",101
116924,"WGH",101
116925,"WGH",101
116926,"WGH",101
116931,"WGH",101
117426,"WGH",101
121130,"WGH",101
241662,"BMF",102
241664,"BMF",102
241666,"BMF",102
241668,"BMF",102
241669,"BMF",102
241801,"BMF",102
241802,"BMF",102
241805,"BMF",102
242179,"BMF",102
517348,"BMF",103
517349,"BMF",103
517350,"BMF",103
517351,"BMF",103
517640,"BMF",103
517642,"BMF",103
517644,"BMF",103
517645,"BMF",103
517646,"BMF",103
517647,"BMF",103
560075,"WGH",103
560076,"WGH",103
560147,"WGH",103
560150,"WGH",103
560463,"WGH",103
560570,"WGH",103
560571,"WGH",103
560579,"WGH",103
560581,"WGH",103
560670,"WGH",103
517979,"BMF",103
517980,"BMF",103
517981,"BMF",103
517982,"BMF",103
518060,"BMF",103
518067,"BMF",103
518069,"BMF",103
518112,"BMF",103
518114,"BMF",103
518116,"BMF",103
518118,"BMF",103
518121,"BMF",103
518123,"BMF",103
243119,"BMF",102
243120,"BMF",102
243121,"BMF",102
243124,"BMF",102
243129,"BMF",102
243305,"BMF",102
518897,"BMF",103
518900,"BMF",103
560730,"WGH",103
560731,"WGH",103
560732,"WGH",103
561163,"WGH",103
561164,"WGH",103
561165,"WGH",103
559676,"WGH",103
559677,"WGH",103
559678,"WGH",103
559818,"WGH",103
559819,"WGH",103
559949,"WGH",103
559990,"WGH",103
559991,"WGH",103
517290,"BMF",103
517291,"BMF",103
517310,"BMF",103
517311,"BMF",103
517312,"BMF",103
517331,"BMF",103
517332,"BMF",103
517603,"BMF",103
516510,"BMF",103
516511,"BMF",103
516516,"BMF",103
516519,"BMF",103
516569,"BMF",103
516581,"BMF",103
516668,"BMF",103
516669,"BMF",103
516670,"BMF",103
72354,"BMF",101
79478,"BMF",101
516933,"BMF",103
516934,"BMF",103
516935,"BMF",103
516936,"BMF",103
516937,"BMF",103
517068,"BMF",103
114296,"WGH",101
115537,"WGH",101
115539,"WGH",101
115661,"WGH",101
517382,"BMF",103
517384,"BMF",103
517387,"BMF",103
517512,"BMF",103
517513,"BMF",103
517514,"BMF",103
517515,"BMF",103
517516,"BMF",103
645544,"HHU2",12
645545,"HHU2",12
645546,"HHU2",12
645547,"HHU2",12
645548,"HHU2",12
645549,"HHU2",12
645655,"HHU2",12
645656,"HHU2",12
241786,"BMF",102
241787,"BMF",102
241846,"BMF",102
241847,"BMF",102
241848,"BMF",102
241859,"BMF",102
241860,"BMF",102
242254,"BMF",102
242264,"BMF",102
242317,"BMF",102
242318,"BMF",102
242319,"BMF",102
242437,"BMF",102
560046,"WGH",103
560072,"WGH",103
560103,"WGH",103
560104,"WGH",103
560106,"WGH",103
517330,"BMF",103
517498,"BMF",103
517500,"BMF",103
517502,"BMF",103
517506,"BMF",103
517507,"BMF",103
560057,"WGH",103
560058,"WGH",103
560377,"WGH",103
560378,"WGH",103
560379,"WGH",103
72639,"BMF",101
73566,"BMF",101
73567,"BMF",101
73672,"BMF",101
73673,"BMF",101
73674,"BMF",101
74339,"BMF",101
74342,"BMF",101
76428,"BMF",101
76429,"BMF",101
79917,"BMF",101
80543,"BMF",101
80544,"BMF",101
80545,"BMF",101
98120,"BMF",101
98121,"BMF",101
98122,"BMF",101
114940,"WGH",101
114996,"WGH",101
241656,"BMF",102
241713,"BMF",102
241946,"BMF",102
241947,"BMF",102
242155,"BMF",102
242162,"BMF",102
242163,"BMF",102
242164,"BMF",102
242407,"BMF",102
242505,"BMF",102
132538,"CTF",101
141813,"CTF",101
145214,"CTF",101
559776,"WGH",103
559777,"WGH",103
559778,"WGH",103
559816,"WGH",103
559817,"WGH",103
517840,"BMF",103
517841,"BMF",103
517842,"BMF",103
517949,"BMF",103
517950,"BMF",103
517951,"BMF",103
517952,"BMF",103
119325,"WGH",101
119817,"WGH",101
119818,"WGH",101
121600,"WGH",101
122537,"WGH",101
76405,"BMF",101
78562,"BMF",101
78563,"BMF",101
78564,"BMF",101
80439,"BMF",101
113007,"WGH",101
113010,"WGH",101
113011,"WGH",101
116983,"WGH",101
116984,"WGH",101
116985,"WGH",101
116986,"WGH",101
116987,"WGH",101
116988,"WGH",101
116989,"WGH",101
116990,"WGH",101
116991,"WGH",101
560380,"WGH",103
117668,"WGH",101
118072,"WGH",101
118073,"WGH",101
121956,"WGH",101
121978,"WGH",101
517931,"BMF",103
517932,"BMF",103
517934,"BMF",103
517935,"BMF",103
517945,"BMF",103
517946,"BMF",103
517948,"BMF",103
517993,"BMF",103
517997,"BMF",103
517998,"BMF",103
518002,"BMF",103
518193,"BMF",103
518195,"BMF",103
518197,"BMF",103
518226,"BMF",103
518227,"BMF",103
518229,"BMF",103
242315,"BMF",102
242316,"BMF",102
242617,"BMF",102
242899,"BMF",102
242901,"BMF",102
242903,"BMF",102
242904,"BMF",102
243013,"BMF",102
243014,"BMF",102
243015,"BMF",102
243016,"BMF",102
243163,"BMF",102
243198,"BMF",102
243203,"BMF",102
518719,"BMF",103
518720,"BMF",103
518721,"BMF",103
518722,"BMF",103
518723,"BMF",103
518724,"BMF",103
560734,"WGH",103
560735,"WGH",103
560736,"WGH",103
560744,"WGH",103
560745,"WGH",103
560746,"WGH",103
560749,"WGH",103
560750,"WGH",103
243224,"BMF",102
243225,"BMF",102
243256,"BMF",102
243265,"BMF",102
243462,"BMF",102
243465,"BMF",102
243467,"BMF",102
243468,"BMF",102
243469,"BMF",102
645676,"HHU2",12
645677,"HHU2",12
645678,"HHU2",12
645679,"HHU2",12
645680,"HHU2",12
645681,"HHU2",12
116992,"WGH",101
117339,"WGH",101
120805,"WGH",101
120806,"WGH",101
120870,"WGH",101
120871,"WGH",101
241716,"BMF",102
241876,"BMF",102
242077,"BMF",102
242131,"BMF",102
242132,"BMF",102
242408,"BMF",102
242409,"BMF",102
559880,"WGH",103
559976,"WGH",103
560309,"WGH",103
560310,"WGH",103
560311,"WGH",103
560312,"WGH",103
560314,"WGH",103
560315,"WGH",103
517921,"BMF",103
122488,"WGH",101
122489,"WGH",101
122490,"WGH",101
123028,"WGH",101
124851,"WGH",101
125922,"WGH",101
518403,"BMF",103
518404,"BMF",103
518405,"BMF",103
518607,"BMF",103
518609,"BMF",103
518611,"BMF",103
518614,"BMF",103
518660,"BMF",103
242471,"BMF",102
242555,"BMF",102
242557,"BMF",102
242574,"BMF",102
242575,"BMF",102
242578,"BMF",102
242666,"BMF",102
242718,"BMF",102
242929,"BMF",102
242932,"BMF",102
242934,"BMF",102
242994,"BMF",102
242995,"BMF",102
242996,"BMF",102
242997,"BMF",102
243034,"BMF",102
560316,"WGH",103
560317,"WGH",103
559920,"WGH",103
559978,"WGH",103
517149,"BMF",103
517151,"BMF",103
517153,"BMF",103
517156,"BMF",103
517158,"BMF",103
517160,"BMF",103
517652,"BMF",103
114483,"WGH",101
114949,"WGH",101
115034,"WGH",101
115347,"WGH",101
121498,"WGH",101
121499,"WGH",101
122478,"WGH",101
122621,"WGH",101
133345,"CTF",101
560094,"WGH",103
560100,"WGH",103
560101,"WGH",103
560102,"WGH",103
560180,"WGH",103
560181,"WGH",103
125434,"WGH",101
126509,"WGH",101
126510,"WGH",101
517705,"BMF",103
517706,"BMF",103
517708,"BMF",103
517710,"BMF",103
517712,"BMF",103
517984,"BMF",103
517996,"BMF",103
518204,"BMF",103
518205,"BMF",103
518208,"BMF",103
518421,"BMF",103
518422,"BMF",103
518423,"BMF",103
518447,"BMF",103
518449,"BMF",103
518450,"BMF",103
518451,"BMF",103
518452,"BMF",103
518571,"BMF",103
518573,"BMF",103
518650,"BMF",103
518652,"BMF",103
518654,"BMF",103
518676,"BMF",103
518677,"BMF",103
518678,"BMF",103
518679,"BMF",103
518716,"BMF",103
242468,"BMF",102
242470,"BMF",102
242475,"BMF",102
242476,"BMF",102
242478,"BMF",102
242826,"BMF",102
242827,"BMF",102
242829,"BMF",102
242830,"BMF",102
242832,"BMF",102
242833,"BMF",102
242834,"BMF",102
242835,"BMF",102
242930,"BMF",102
242935,"BMF",102
242937,"BMF",102
69805,"BMF",101
69806,"BMF",101
69807,"BMF",101
69809,"BMF",101
75397,"BMF",101
75398,"BMF",101
75463,"BMF",101
126602,"WGH",101
646258,"EVN",12
646262,"EVN",12
646263,"EVN",12
646266,"EVN",12
646280,"EVN",12
646281,"EVN",12
646307,"EVN",12
646327,"EVN",12
646372,"EVN",12
646383,"EVN",12
646384,"EVN",12
646387,"EVN",12
646400,"EVN",12
646403,"EVN",12
646420,"EVN",12
646428,"EVN",12
646433,"EVN",12
646437,"EVN",12
646442,"EVN",12
646457,"EVN",12
646464,"EVN",12
646470,"EVN",12
646481,"EVN",12
646483,"EVN",12
646505,"EVN",12
646507,"EVN",12
646529,"EVN",12
646578,"EVN",12
646592,"EVN",12
646596,"EVN",12
646605,"EVN",12
646616,"EVN",12
646641,"EVN",12
646651,"EVN",12
646659,"EVN",12
646667,"EVN",12
471228,"CHL",12
470749,"EVN",12
470752,"EVN",12
470755,"EVN",12
470756,"EVN",12
470759,"EVN",12
470768,"EVN",12
470775,"EVN",12
470777,"EVN",12
470778,"EVN",12
470780,"EVN",12
470781,"EVN",12
470785,"EVN",12
470786,"EVN",12
470789,"EVN",12
470794,"EVN",12
470799,"EVN",12
470801,"EVN",12
470806,"EVN",12
470809,"EVN",12
470814,"EVN",12
470817,"EVN",12
470822,"EVN",12
470824,"EVN",12
470826,"EVN",12
470831,"EVN",12
470832,"EVN",12
470840,"EVN",12
470842,"EVN",12
470843,"EVN",12
470845,"EVN",12
470849,"EVN",12
80291,"BMF",101
470851,"EVN",12
470862,"EVN",12
470869,"EVN",12
470872,"EVN",12
470873,"EVN",12
470879,"EVN",12
470881,"EVN",12
470882,"EVN",12
470883,"EVN",12
